6.309573444801943154e+00,1.000000000000000000e+00,3.981071705534977578e-01,2.511886431509582351e+00,1.000000000000000048e-04,9.999999999999999547e-07,1.000000000000000000e+00,1.000000000000000000e+00,1.584893192461114264e-01,1.000000000000000000e+00,3.981071705534977578e-01,2.511886431509582351e+00,2.511886431509582351e+00,6.309573444801936347e-04,6.309573444801943154e+00,3.981071705534977578e-01,3.981071705534977578e-01,1.000000000000000048e-04,3.981071705534969458e-05,2.511886431509582351e+00,1.000000000000000048e-04,3.981071705534977578e-01,2.511886431509582256e-04,1.584893192461114082e-03,3.981071705534973415e-03,3.981071705534969458e-05,1.584893192461114082e-03,1.000000000000000000e+00,2.511886431509582213e-02,6.309573444801936347e-04,2.511886431509582351e+00,6.309573444801936347e-04,1.000000000000000048e-04,1.000000000000000000e+00,2.511886431509582256e-04,1.000000000000000048e-04,6.309573444801936347e-04,3.981071705534977578e-01,1.584893192461114082e-03,3.981071705534977578e-01
1.584893192461114264e-01,3.981071705534969458e-05,1.000000000000000000e+00,3.981071705534977578e-01,1.000000000000000000e+00,2.511886431509582351e+00,2.511886431509582351e+00,3.981071705534977578e-01,1.584893192461114082e-03,2.511886431509582256e-04,6.309573444801936347e-04,6.309573444801943154e+00,1.584893192461114264e-01,1.000000000000000000e+00,1.000000000000000000e+00,6.309573444801942765e-02,1.000000000000000048e-04,1.000000000000000048e-04,1.584893192461114082e-03,2.511886431509582351e+00,1.584893192461114082e-03,9.999999999999999547e-07,6.309573444801936347e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000000e+00,2.511886431509582256e-04,3.981071705534977578e-01,1.000000000000000048e-04,6.309573444801936347e-04,2.511886431509582351e+00,3.981071705534969458e-05,1.000000000000000000e+00,1.000000000000000048e-04,1.584893192461114264e-01,3.981071705534977578e-01,3.981071705534969458e-05,3.981071705534977578e-01,1.584893192461114264e-01
1.000000000000000000e+00,2.511886431509582351e+00,3.981071705534977578e-01,3.981071705534977578e-01,2.511886431509582256e-04,6.309573444801936347e-04,1.000000000000000021e-02,2.511886431509582256e-04,1.584893192461114264e-01,2.511886431509582256e-04,6.309573444801943154e+00,1.584893192461114082e-03,1.000000000000000048e-04,1.000000000000000048e-04,6.309573444801943154e+00,1.584893192461114082e-03,9.999999999999999547e-07,1.000000000000000048e-04,2.511886431509582256e-04,2.511886431509582351e+00,1.000000000000000000e+00,1.000000000000000048e-04,2.511886431509582351e+00,1.000000000000000000e+00,2.511886431509582351e+00,3.981071705534969458e-05,9.999999999999999547e-07,2.511886431509582256e-04,2.511886431509582351e+00,2.511886431509582351e+00,1.584893192461114123e-05,2.511886431509582256e-04,6.309573444801936347e-04,1.584893192461114123e-05,1.000000000000000000e+00,1.584893192461114264e-01,3.981071705534977578e-01,2.511886431509582213e-02,1.000000000000000048e-04,6.309573444801942765e-02
6.309573444801936347e-04,1.000000000000000048e-04,2.511886431509582351e+00,2.511886431509582256e-04,3.981071705534969458e-05,3.981071705534977578e-01,6.309573444801936347e-04,2.511886431509582256e-04,6.309573444801936347e-04,6.309573444801936347e-04,6.309573444801943154e+00,6.309573444801943154e+00,1.000000000000000048e-04,3.981071705534969458e-05,1.584893192461114082e-03,3.981071705534969458e-05,1.584893192461114264e-01,2.511886431509582256e-04,3.981071705534977578e-01,6.309573444801942765e-02,2.511886431509582351e+00,2.511886431509582213e-02,2.511886431509582351e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000048e-04,3.981071705534977578e-01,1.000000000000000021e-02,1.000000000000000000e+00,6.309573444801942765e-02,2.511886431509582351e+00,1.000000000000000048e-04,2.511886431509582351e+00,2.511886431509582256e-04,1.000000000000000048e-04,2.511886431509582256e-04,1.000000000000000048e-04,6.309573444801929638e-06,3.981071705534977578e-01,1.000000000000000048e-04
2.511886431509582351e+00,1.584893192461114082e-03,1.584893192461114123e-05,2.511886431509582256e-04,1.000000000000000000e+00,2.511886431509582351e+00,6.309573444801936347e-04,2.511886431509582256e-04,2.511886431509582351e+00,2.511886431509582351e+00,2.511886431509582351e+00,1.000000000000000000e+00,2.511886431509582213e-02,9.999999999999999547e-07,2.511886431509582351e+00,1.584893192461114082e-03,1.000000000000000048e-04,2.511886431509582351e+00,1.000000000000000048e-04,1.000000000000000000e+00,1.000000000000000048e-04,2.511886431509582351e+00,6.309573444801936347e-04,1.000000000000000048e-04,2.511886431509582351e+00,1.000000000000000000e+00,3.981071705534969458e-05,3.981071705534977578e-01,3.981071705534977578e-01,2.511886431509582351e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.584893192461114264e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000048e-04,3.981071705534969458e-05,1.584893192461114123e-05,2.511886431509582213e-02,1.584893192461114123e-05
2.511886431509582256e-04,3.981071705534977578e-01,2.511886431509582351e+00,6.309573444801943154e+00,1.584893192461114082e-03,2.511886431509582351e+00,6.309573444801936347e-04,1.000000000000000048e-04,6.309573444801943154e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.981071705534977578e-01,2.511886431509582351e+00,2.511886431509582256e-04,2.511886431509582351e+00,2.511886431509582256e-04,2.511886431509582351e+00,1.000000000000000048e-04,1.000000000000000048e-04,3.981071705534977578e-01,1.000000000000000048e-04,3.981071705534977578e-01,1.000000000000000048e-04,3.981071705534969458e-05,1.000000000000000000e+00,2.511886431509582351e+00,3.981071705534969458e-05,3.981071705534977578e-01,1.000000000000000000e+00,2.511886431509582256e-04,2.511886431509582256e-04,1.584893192461114264e-01,1.584893192461114264e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.511886431509582213e-02,3.981071705534973415e-03,1.584893192461114264e-01,9.999999999999999547e-07,6.309573444801942765e-02
1.584893192461114082e-03,2.511886431509582351e+00,2.511886431509582351e+00,2.511886431509582351e+00,2.511886431509582351e+00,6.309573444801936347e-04,3.981071705534977578e-01,3.981071705534973415e-03,2.511886431509582256e-04,3.981071705534973415e-03,6.309573444801936347e-04,2.511886431509582351e+00,2.511886431509582351e+00,2.511886431509582351e+00,2.511886431509582351e+00,6.309573444801943154e+00,3.981071705534973415e-03,3.981071705534969458e-05,2.511886431509582256e-04,2.511886431509582256e-04,1.000000000000000048e-04,6.309573444801929638e-06,1.000000000000000000e+00,2.511886431509582273e-06,3.981071705534969458e-05,3.981071705534969458e-05,3.981071705534969458e-05,1.584893192461114082e-03,9.999999999999999547e-07,1.000000000000000000e+00,3.981071705534969458e-05,3.981071705534969458e-05,2.511886431509582256e-04,1.000000000000000000e+00,3.981071705534969458e-05,3.981071705534969458e-05,2.511886431509582213e-02,1.584893192461114123e-05,9.999999999999999547e-07,6.309573444801942765e-02
1.000000000000000000e+00,2.511886431509582351e+00,2.511886431509582273e-06,3.981071705534969458e-05,6.309573444801936347e-04,3.981071705534969458e-05,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.511886431509582256e-04,1.000000000000000000e+00,1.000000000000000000e+00,2.511886431509582273e-06,3.981071705534969458e-05,1.000000000000000048e-04,2.511886431509582256e-04,1.000000000000000048e-04,2.511886431509582256e-04,1.000000000000000048e-04,2.511886431509582256e-04,1.000000000000000048e-04,2.511886431509582256e-04,1.000000000000000048e-04,2.511886431509582256e-04,1.000000000000000000e+00,1.584893192461114123e-05,1.584893192461114123e-05,1.000000000000000000e+00,2.511886431509582256e-04,1.000000000000000048e-04,1.000000000000000000e+00,1.000000000000000048e-04,2.511886431509582256e-04,2.511886431509582256e-04,1.584893192461114082e-03,3.981071705534977578e-01,3.981071705534969458e-05,2.511886431509582213e-02,2.511886431509582256e-04,6.309573444801942765e-02
1.000000000000000048e-04,1.000000000000000000e+00,6.309573444801936347e-04,2.511886431509582351e+00,1.000000000000000048e-04,1.584893192461114082e-03,1.000000000000000000e+00,6.309573444801942765e-02,2.511886431509582256e-04,1.000000000000000048e-04,1.000000000000000048e-04,3.981071705534969458e-05,1.584893192461114082e-03,3.981071705534969458e-05,3.981071705534969458e-05,1.584893192461114082e-03,3.981071705534969458e-05,3.981071705534969458e-05,3.981071705534969458e-05,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,2.511886431509582256e-04,9.999999999999999547e-07,6.309573444801929638e-06,3.981071705534969458e-05,3.981071705534969458e-05,1.000000000000000048e-04,1.000000000000000048e-04,2.511886431509582256e-04,9.999999999999999547e-07,1.000000000000000048e-04,3.981071705534969458e-05,3.981071705534977578e-01,6.309573444801943154e+00,3.981071705534969458e-05,3.981071705534969458e-05,1.584893192461114123e-05,6.309573444801936347e-04,3.981071705534977578e-01
1.000000000000000048e-04,1.000000000000000000e+00,2.511886431509582351e+00,2.511886431509582256e-04,1.000000000000000000e+00,1.000000000000000000e+00,6.309573444801943154e+00,1.584893192461114123e-05,1.000000000000000048e-04,3.981071705534977578e-01,6.309573444801942765e-02,2.511886431509582256e-04,3.981071705534977578e-01,6.309573444801936347e-04,2.511886431509582256e-04,1.584893192461114264e-01,1.000000000000000000e+00,1.000000000000000048e-04,1.000000000000000000e+00,1.000000000000000000e+00,1.584893192461114264e-01,1.000000000000000048e-04,3.981071705534969458e-05,1.000000000000000000e+00,1.000000000000000000e+00,6.309573444801936347e-04,6.309573444801929638e-06,1.000000000000000000e+00,2.511886431509582256e-04,2.511886431509582256e-04,2.511886431509582273e-06,6.309573444801936347e-04,2.511886431509582351e+00,6.309573444801943154e+00,2.511886431509582256e-04,2.511886431509582256e-04,1.584893192461114123e-05,3.981071705534969458e-05,3.981071705534977578e-01,3.981071705534973415e-03
3.981071705534977578e-01,2.511886431509582256e-04,1.000000000000000000e+00,1.000000000000000000e+00,1.584893192461114123e-05,6.309573444801936347e-04,1.000000000000000000e+00,1.584893192461114264e-01,1.000000000000000048e-04,2.511886431509582256e-04,2.511886431509582256e-04,3.981071705534969458e-05,1.000000000000000000e+00,6.309573444801936347e-04,1.584893192461114123e-05,1.000000000000000048e-04,3.981071705534977578e-01,2.511886431509582256e-04,3.981071705534969458e-05,1.584893192461114123e-05,1.584893192461114123e-05,1.000000000000000000e+00,1.000000000000000000e+00,3.981071705534977578e-01,3.981071705534977578e-01,3.981071705534977578e-01,1.584893192461114264e-01,1.000000000000000021e-02,1.584893192461114264e-01,1.000000000000000000e+00,3.981071705534977578e-01,1.000000000000000000e+00,6.309573444801943154e+00,1.584893192461114082e-03,2.511886431509582351e+00,9.999999999999999547e-07,1.584893192461114123e-05,2.511886431509582351e+00,6.309573444801943154e+00,1.000000000000000048e-04
6.309573444801942765e-02,2.511886431509582351e+00,3.981071705534977578e-01,6.309573444801936347e-04,2.511886431509582256e-04,2.511886431509582351e+00,3.981071705534969458e-05,3.981071705534977578e-01,2.511886431509582256e-04,1.000000000000000048e-04,1.000000000000000048e-04,3.981071705534969458e-05,3.981071705534977578e-01,3.981071705534969458e-05,1.000000000000000048e-04,1.584893192461114264e-01,6.309573444801942765e-02,2.511886431509582256e-04,3.981071705534969458e-05,3.981071705534977578e-01,2.511886431509582256e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,3.981071705534969458e-05,1.000000000000000000e+00,3.981071705534969458e-05,1.000000000000000048e-04,1.584893192461114264e-01,1.000000000000000000e+00,3.981071705534977578e-01,2.511886431509582256e-04,2.511886431509582351e+00,2.511886431509582256e-04,6.309573444801943154e+00,6.309573444801943154e+00,2.511886431509582256e-04,6.309573444801943154e+00,6.309573444801936347e-04,2.511886431509582256e-04
2.511886431509582351e+00,1.000000000000000000e+00,2.511886431509582351e+00,1.000000000000000000e+00,6.309573444801943154e+00,2.511886431509582351e+00,1.000000000000000000e+00,2.511886431509582256e-04,6.309573444801942765e-02,3.981071705534973415e-03,3.981071705534977578e-01,2.511886431509582256e-04,6.309573444801936347e-04,1.584893192461114123e-05,1.000000000000000048e-04,3.981071705534977578e-01,1.584893192461114264e-01,3.981071705534977578e-01,1.000000000000000000e+00,2.511886431509582256e-04,3.981071705534969458e-05,3.981071705534969458e-05,1.000000000000000048e-04,6.309573444801936347e-04,3.981071705534973415e-03,1.000000000000000000e+00,6.309573444801936347e-04,1.584893192461114082e-03,1.584893192461114082e-03,2.511886431509582256e-04,2.511886431509582256e-04,1.584893192461114264e-01,3.981071705534969458e-05,1.000000000000000021e-02,3.981071705534977578e-01,2.511886431509582256e-04,1.584893192461114264e-01,2.511886431509582351e+00,1.584893192461114082e-03,1.584893192461114123e-05
2.511886431509582351e+00,3.981071705534977578e-01,2.511886431509582351e+00,3.981071705534969458e-05,2.511886431509582213e-02,1.000000000000000000e+00,2.511886431509582256e-04,2.511886431509582213e-02,2.511886431509582351e+00,1.000000000000000000e+00,3.981071705534977578e-01,3.981071705534969458e-05,1.000000000000000048e-04,6.309573444801942765e-02,2.511886431509582351e+00,1.000000000000000048e-04,2.511886431509582256e-04,3.981071705534969458e-05,2.511886431509582256e-04,1.000000000000000048e-04,1.000000000000000000e+00,2.511886431509582256e-04,1.000000000000000000e+00,2.511886431509582256e-04,6.309573444801936347e-04,1.000000000000000048e-04,1.000000000000000000e+00,1.000000000000000048e-04,2.511886431509582351e+00,2.511886431509582351e+00,1.000000000000000048e-04,3.981071705534977578e-01,6.309573444801942765e-02,1.000000000000000048e-04,6.309573444801943154e+00,3.981071705534977578e-01,1.000000000000000000e+00,2.511886431509582256e-04,6.309573444801942765e-02,3.981071705534977578e-01
1.000000000000000000e+00,1.000000000000000000e+00,2.511886431509582351e+00,2.511886431509582256e-04,1.000000000000000000e+00,6.309573444801936347e-04,1.584893192461114123e-05,2.511886431509582351e+00,1.000000000000000000e+00,6.309573444801929638e-06,1.584893192461114123e-05,3.981071705534969458e-05,1.000000000000000000e+00,1.584893192461114082e-03,3.981071705534977578e-01,1.000000000000000048e-04,1.000000000000000000e+00,2.511886431509582256e-04,3.981071705534969458e-05,1.000000000000000000e+00,2.511886431509582213e-02,1.000000000000000000e+00,1.000000000000000048e-04,1.584893192461114082e-03,3.981071705534969458e-05,1.000000000000000048e-04,6.309573444801936347e-04,1.000000000000000000e+00,1.000000000000000000e+00,2.511886431509582256e-04,1.584893192461114082e-03,2.511886431509582256e-04,2.511886431509582273e-06,6.309573444801943154e+00,2.511886431509582256e-04,1.000000000000000048e-04,2.511886431509582351e+00,6.309573444801943154e+00,6.309573444801943154e+00,3.981071705534973415e-03
6.309573444801943154e+00,6.309573444801936347e-04,3.981071705534973415e-03,2.511886431509582351e+00,2.511886431509582256e-04,2.511886431509582256e-04,1.000000000000000021e-02,2.511886431509582351e+00,1.000000000000000048e-04,1.000000000000000048e-04,1.584893192461114264e-01,2.511886431509582256e-04,3.981071705534969458e-05,1.000000000000000000e+00,2.511886431509582256e-04,3.981071705534977578e-01,3.981071705534977578e-01,3.981071705534977578e-01,3.981071705534969458e-05,3.981071705534969458e-05,3.981071705534969458e-05,3.981071705534969458e-05,3.981071705534969458e-05,1.000000000000000048e-04,3.981071705534969458e-05,6.309573444801929638e-06,3.981071705534969458e-05,2.511886431509582213e-02,1.584893192461114082e-03,1.000000000000000048e-04,1.584893192461114082e-03,1.000000000000000000e+00,6.309573444801936347e-04,1.000000000000000000e+00,3.981071705534969458e-05,9.999999999999999547e-07,1.000000000000000000e+00,1.584893192461114123e-05,2.511886431509582256e-04,2.511886431509582256e-04
2.511886431509582351e+00,1.584893192461114264e-01,6.309573444801943154e+00,1.000000000000000048e-04,6.309573444801943154e+00,6.309573444801943154e+00,1.584893192461114082e-03,2.511886431509582351e+00,2.511886431509582351e+00,3.981071705534969458e-05,1.000000000000000048e-04,6.309573444801936347e-04,1.584893192461114082e-03,1.584893192461114082e-03,3.981071705534969458e-05,1.000000000000000000e+00,3.981071705534969458e-05,1.584893192461114123e-05,6.309573444801929638e-06,1.584893192461114264e-01,6.309573444801929638e-06,1.584893192461114123e-05,1.584893192461114123e-05,6.309573444801929638e-06,2.511886431509582213e-02,2.511886431509582213e-02,3.981071705534969458e-05,1.000000000000000048e-04,6.309573444801936347e-04,6.309573444801936347e-04,1.000000000000000048e-04,6.309573444801942765e-02,2.511886431509582351e+00,6.309573444801936347e-04,1.000000000000000048e-04,3.981071705534977578e-01,3.981071705534973415e-03,1.584893192461114082e-03,2.511886431509582351e+00,6.309573444801943154e+00
2.511886431509582351e+00,2.511886431509582351e+00,1.000000000000000048e-04,6.309573444801936347e-04,2.511886431509582256e-04,3.981071705534973415e-03,2.511886431509582351e+00,6.309573444801943154e+00,3.981071705534969458e-05,2.511886431509582213e-02,2.511886431509582256e-04,1.000000000000000048e-04,1.000000000000000021e-02,3.981071705534977578e-01,1.000000000000000000e+00,3.981071705534977578e-01,3.981071705534977578e-01,3.981071705534977578e-01,1.584893192461114123e-05,6.309573444801929638e-06,3.981071705534969458e-05,3.981071705534969458e-05,9.999999999999999547e-07,2.511886431509582351e+00,1.000000000000000048e-04,6.309573444801943154e+00,6.309573444801936347e-04,3.981071705534973415e-03,2.511886431509582256e-04,1.000000000000000048e-04,2.511886431509582351e+00,1.000000000000000000e+00,2.511886431509582256e-04,6.309573444801943154e+00,3.981071705534977578e-01,3.981071705534977578e-01,1.000000000000000000e+00,1.000000000000000048e-04,6.309573444801943154e+00,1.000000000000000021e-02
1.584893192461114264e-01,1.000000000000000000e+00,2.511886431509582351e+00,2.511886431509582351e+00,1.000000000000000000e+00,1.584893192461114082e-03,2.511886431509582351e+00,2.511886431509582256e-04,3.981071705534977578e-01,3.981071705534973415e-03,1.584893192461114082e-03,1.000000000000000048e-04,2.511886431509582351e+00,3.981071705534977578e-01,1.584893192461114123e-05,6.309573444801929638e-06,3.981071705534969458e-05,1.000000000000000048e-04,3.981071705534969458e-05,2.511886431509582256e-04,1.000000000000000048e-04,1.584893192461114082e-03,6.309573444801936347e-04,2.511886431509582256e-04,6.309573444801936347e-04,6.309573444801943154e+00,1.000000000000000048e-04,1.000000000000000000e+00,1.584893192461114082e-03,2.511886431509582256e-04,6.309573444801943154e+00,6.309573444801936347e-04,1.584893192461114082e-03,3.981071705534969458e-05,6.309573444801943154e+00,2.511886431509582256e-04,6.309573444801943154e+00,3.981071705534977578e-01,6.309573444801943154e+00,1.000000000000000048e-04
